1,46.625,7.066
2,46.555,6.8298
3,46.569,6.8152
4,46.567,6.8333
5,46.692,6.9118
6,46.721,6.9612
7,46.741,7.0015
8,46.753,7.0329
9,46.769,7.0659
10,46.459,6.3269
11,46.785,7.0959
12,46.793,7.1238
13,46.526,6.8523
14,46.531,6.8783
15,46.527,6.9011
16,46.574,6.9293
17,46.598,6.9226
18,46.621,6.9892
19,46.618,7.0202
20,46.608,7.0667
21,46.606,7.0724
22,46.483,7.0333
23,46.518,7.0564
24,46.533,7.0667
25,46.567,7.0833
26,46.578,7.0625
27,46.594,7.0554
28,46.608,7.0667
29,46.615,7.0577
30,46.604,7.0975
31,46.607,7.1071
32,46.703,6.9297
33,46.69,6.8994
34,46.703,7.0222
35,46.701,6.9256
36,46.729,7.0734
37,46.806,7.162
38,46.846,7.191
39,46.856,7.2486
40,46.875,7.2757
41,46.875,7.2757
42,46.867,7.0135
43,46.881,7.0427
44,46.929,7.1202
45,46.85,6.8451
46,46.815,6.8916
47,46.822,6.9406
49,46.819,6.976
50,46.829,7.016
51,46.833,7.0672
52,46.817,7.106
53,46.882,6.7273
54,46.813,7.1317
55,46.822,7.1044
56,46.844,7.1353
57,46.865,7.1238
58,46.899,7.14
59,46.912,7.126
60,46.962,7.1129
61,46.79,7.1375
62,46.8,7.1768
63,46.975,7.1954
64,47.006,7.1056
65,46.629,7.1086
66,46.823,7.1035
67,46.754,7.146
68,46.834,7.1965
69,46.962,7.1129
70,46.609,7.1118
71,46.721,7.1042
72,46.873,7.3071
73,46.759,7.2788
74,46.822,7.1044
75,46.788,7.0786
76,46.81,7.1133
77,46.752,7.1029
78,46.807,7.0777
79,46.79,7.2181
80,46.803,7.2285
81,46.805,7.1651
82,46.789,7.1374
83,46.814,7.1395
84,46.809,7.1811
85,46.773,7.1703
87,46.622,6.8251
88,46.549,7.0171
89,46.948,7.4594
90,46.833,6.8444
91,46.8,6.8167
92,46.85,7.1898
93,46.692,6.9118
94,46.893,7.1712
95,46.82,6.9402
97,46.583,6.8833
98,46.795,7.26
99,46.618,7.1654
100,46.659,7.1019
101,46.721,7.0648
102,46.762,7.21
103,46.77,7.1143
104,46.777,7.1604
105,46.656,7.0644
106,46.864,7.0848
107,46.748,7.1778
108,46.737,7.2923
109,46.761,7.0961
110,46.642,7.0624
111,46.698,7.1412
112,46.815,7.2157
113,46.709,7.0572
114,46.803,7.1511
115,46.633,6.9333
116,46.639,6.9436
117,46.578,7.0625
118,46.659,6.8777
119,46.742,7.0964
120,46.677,7.0758
121,46.742,7.0964
122,46.617,7.1122
123,46.623,7.0551
124,46.622,7.0692
125,46.625,7.0849
126,46.621,7.1486
127,46.179,6.1269
128,46.668,7.0769
129,46.645,7.0769
130,46.719,7.1579
131,46.69,7.1306
132,46.76,7.1741
133,46.688,6.9139
134,46.662,6.8815
135,46.61,7.2833
136,46.705,7.1508
137,46.744,7.1867
138,46.782,7.1121
139,46.634,6.8354
140,46.788,7.0708
141,46.781,7.1504
142,46.652,6.8684
143,46.754,6.939
144,46.75,6.9333
145,46.95,7.0703
146,46.872,6.9288
147,46.815,7.1629
148,46.804,7.1597
149,45.949,7.2085
150,46.86,6.9166
151,46.571,6.8154
152,46.555,6.8298
153,46.575,6.8398
154,46.598,6.9226
155,46.588,6.9249
156,46.693,6.9119
157,46.802,7.1538
158,46.787,7.0401
159,46.782,7.0607
160,46.721,6.9605
161,46.751,7.0346
162,46.74,7.0249
163,46.722,7.0259
164,46.885,7.0409
165,46.965,7.1184
166,46.88,7.1921
167,46.966,7.1874
168,46.897,7.2358
169,46.889,7.3195
170,47.565,9.379
171,46.845,6.8446
172,46.816,6.8893
173,46.848,6.8533
174,46.692,6.9118
175,46.68,6.9085
176,46.622,6.85
177,46.713,6.9525
178,46.703,7.0222
179,46.525,6.8295
180,46.526,6.8988
181,46.618,7.054
182,46.601,7.0898
183,46.604,7.0987
184,46.602,7.1066
186,46.6,7.0759
187,46.583,7.0732
188,46.794,7.1566
189,46.783,7.1486
190,46.774,7.1379
191,46.748,7.1647
192,46.689,7.1437
193,46.62,7.1543
194,46.614,7.1683
195,46.61,7.1832
196,46.764,7.1594
197,46.73,7.1333
198,46.799,7.1484
199,46.796,7.1408
200,46.75,7.0833
201,46.758,7.0861
202,46.645,7.0769
203,46.641,7.0598
204,46.802,7.1472
205,46.802,7.1409
206,46.8,7.1293
207,46.796,7.1134
208,46.788,7.0786
210,46.796,7.0688
211,46.813,7.1317
212,46.812,7.1274
213,46.811,7.118
214,46.812,7.11
215,46.811,7.1059
216,46.805,7.1564
217,46.806,7.152
218,46.81,7.1476
219,46.819,7.1416
220,46.824,7.1402
222,46.826,7.1422
223,46.82,7.1431
224,46.806,7.162
225,46.814,7.1306
226,46.869,7.0117
227,46.86,7.0979
229,46.808,7.2175
230,46.744,7.2864
231,46.671,7.2854
232,46.819,7.2126
233,46.863,7.2539
234,46.81,7.2124
235,46.857,7.1853
236,46.792,7.2168
237,46.763,7.2024
238,46.738,7.264
239,46.741,7.2004
240,46.925,7.1147
241,46.911,7.1512
242,46.526,6.8523
243,46.526,6.8529
245,46.689,6.9113
246,46.684,6.9062
247,46.687,6.9113
248,46.721,7.0694
249,46.931,7.0392
250,46.904,7.0446
251,46.819,6.9763
252,46.81,6.9953
253,46.815,6.9404
254,46.717,6.95
255,46.713,6.9474
256,46.848,6.9198
257,46.879,7.0384
258,46.881,7.0427
259,46.882,7.0437
260,46.812,7.1777
261,46.868,7.1228
262,46.62,7.0478
263,46.813,7.1357
264,46.748,7.1778
265,46.572,7.0901
266,46.806,7.1614
267,46.692,6.9118
268,46.806,7.1665
269,46.813,7.1317
270,46.8,7.1786
271,46.794,7.1174
272,46.79,7.1164
273,46.785,7.0959
274,46.788,7.1022
275,46.796,7.1241
276,46.786,7.0863
277,46.785,7.0964
278,46.785,7.07
279,46.813,7.1317
280,46.819,7.1302
281,46.813,7.1317
282,46.807,7.1499
283,46.527,6.9006
284,46.637,7.0571
285,46.669,7.0679
286,46.669,7.0586
287,46.86,7.2476
288,46.769,7.1049
289,46.902,7.1524
290,46.867,7.0135
291,46.815,7.2157
292,46.72,6.97
293,46.663,7.2758
294,46.763,7.0994
295,46.699,7.1108
296,46.814,7.1401
297,46.812,7.1317
298,46.799,7.1531
299,46.798,7.1445
300,46.8,7.1447
301,46.595,7.0932
302,46.811,7.1059
303,46.66,7.106
304,46.938,7.1324
305,46.791,7.136
306,46.793,7.1238
307,46.798,7.1233
308,46.792,7.1175
309,46.795,7.1323
310,46.81,7.1716
311,46.806,7.162
312,46.794,7.1421
313,46.806,7.162
314,46.81,7.1583
315,46.796,7.1436
316,46.807,7.1705
317,46.805,7.0951
318,46.793,7.1238
319,46.813,7.1747
320,46.793,7.1587
321,46.803,7.1872
322,46.808,7.1752
323,46.809,7.177
324,46.808,7.1728
325,46.805,7.1544
326,46.806,7.162
327,46.801,7.1548
328,46.796,7.1419
329,46.817,7.174
330,46.8,7.1407
331,46.558,6.9252
332,46.721,6.9612
333,46.808,7.1663
334,46.818,7.1552
335,46.814,7.1596
336,46.792,7.1289
337,46.794,7.1288
338,46.793,7.1395
339,46.791,7.1157
340,46.795,7.1273
341,46.795,7.1177
342,46.832,7.0663
343,46.828,7.1457
344,46.824,7.1522
345,46.822,7.1529
346,46.806,7.1642
347,46.812,7.1734
348,46.806,7.1784
349,46.793,7.1238
350,46.793,7.1228
351,46.721,6.9612
352,46.794,7.1282
353,46.812,7.1713
354,46.811,7.1812
355,46.524,6.9061
356,46.811,6.7874
357,46.807,7.1667
358,46.813,7.1439
359,46.806,7.162
360,46.794,7.151
361,46.809,7.1423
362,46.809,7.1402
363,46.81,7.1484
364,46.803,7.163
365,46.793,7.1567
366,46.803,7.1511
367,46.806,7.1409
368,46.812,7.1515
369,46.802,7.1377
370,46.804,7.1385
371,46.811,7.1394
372,46.803,7.1656
373,46.817,7.05
374,46.806,7.1519
375,46.804,7.1606
376,46.804,7.1697
377,46.806,7.162
378,46.803,7.1678
379,46.803,7.1649
380,46.805,7.1686
381,46.792,7.1493
382,46.792,7.1393
383,46.625,7.0592
384,46.616,7.0522
385,46.615,7.049
386,46.629,7.0628
387,46.623,7.0605
388,46.619,7.0547
389,46.617,7.0564
390,46.616,7.0553
391,46.622,7.0635
392,46.615,7.042
393,46.62,7.057
394,46.608,7.0667
395,46.606,7.0684
396,46.61,7.0624
397,46.62,7.0562
398,46.642,7.0624
399,46.618,7.0199
400,46.618,7.025
401,46.618,7.0663
402,46.62,6.9889
403,46.624,6.9904
404,46.692,6.9118
405,46.831,7.0828
406,46.758,7.0896
407,46.816,7.126
408,46.814,7.1219
409,46.813,7.1144
410,46.818,8.2275
411,46.788,7.0745
412,46.625,7.0416
413,46.63,7.0389
414,46.395,7.102
415,46.616,7.0425
416,46.628,7.0409
417,46.624,7.0513
418,46.822,6.9388
419,46.912,7.1149
420,46.874,7.1158
421,46.742,7.0964
422,46.755,7.0719
423,46.745,7.0004
424,46.815,7.0414
425,46.928,7.1137
426,46.69,6.913
427,46.689,6.9076
428,46.778,7.1552
429,46.775,7.1516
430,46.778,7.1509
